plan;supply_date_start;supply_date_end;amount
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-08-31;2020-08-31 00:00:00;119
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-08-31;2020-08-31 00:00:00;119
yearly;2019-08-31;2020-08-31 00:00:00;119
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-08-31;2020-08-31 00:00:00;119
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-08-31;2020-08-31 00:00:00;119
yearly;2019-08-31;2020-08-31 00:00:00;119
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-08-31;2020-08-31 00:00:00;119
yearly;2019-08-31;2020-08-31 00:00:00;119
monthly;2019-08-31;2019-09-30 00:00:00;12
monthly;2019-08-31;2019-09-30 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-01;2019-10-01 00:00:00;12
monthly;2019-09-01;2019-10-01 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-01;2019-10-01 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-01;2019-10-01 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-01;2019-10-01 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-01;2019-10-01 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-01;2019-10-01 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-01;2019-10-01 00:00:00;12
monthly;2019-09-01;2019-10-01 00:00:00;12
monthly;2019-09-01;2019-10-01 00:00:00;12
monthly;2019-09-01;2019-10-01 00:00:00;12
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
yearly;2019-09-01;2020-09-01 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
yearly;2019-09-02;2020-09-02 00:00:00;119
yearly;2019-09-02;2020-09-02 00:00:00;119
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
yearly;2019-09-02;2020-09-02 00:00:00;119
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-02;2020-09-02 00:00:00;119
monthly;2019-09-02;2019-10-02 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
monthly;2019-09-03;2019-10-03 00:00:00;12
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
yearly;2019-09-03;2020-09-03 00:00:00;119
yearly;2019-09-03;2020-09-03 00:00:00;119
monthly;2019-09-03;2019-10-03 00:00:00;12
monthly;2019-09-03;2019-10-03 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
yearly;2019-09-04;2020-09-04 00:00:00;119
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
yearly;2019-09-04;2020-09-04 00:00:00;119
yearly;2019-09-04;2020-09-04 00:00:00;119
yearly;2019-09-04;2020-09-04 00:00:00;119
yearly;2019-09-04;2020-09-04 00:00:00;119
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-04;2019-10-04 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-05;2019-10-05 00:00:00;12
yearly;2019-09-05;2020-09-05 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
yearly;2019-09-06;2020-09-06 00:00:00;119
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
yearly;2019-09-06;2020-09-06 00:00:00;119
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-06;2019-10-06 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
yearly;2019-09-07;2020-09-07 00:00:00;119
yearly;2019-09-07;2020-09-07 00:00:00;119
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-07;2019-10-07 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
monthly;2019-09-08;2019-10-08 00:00:00;12
yearly;2019-09-08;2020-09-08 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2919-31-12;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
yearly;2019-09-09;2020-09-09 00:00:00;119
yearly;2019-09-09;2020-09-09 00:00:00;119
yearly;2019-09-09;2020-09-09 00:00:00;119
yearly;2019-09-09;2020-09-09 00:00:00;119
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-09;2019-10-09 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
yearly;2019-09-10;2020-09-10 00:00:00;119
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
monthly;2019-09-10;2019-10-10 00:00:00;12
yearly;2019-09-10;2020-09-10 00:00:00;119
yearly;2019-09-10;2020-09-10 00:00:00;119
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-11;2020-09-11 00:00:00;119
monthly;2019-09-11;2019-10-11 00:00:00;12
yearly;2019-09-12;2020-09-12 00:00:00;119
yearly;2019-09-12;2020-09-12 00:00:00;119
monthly;2019-09-12;2019-10-12 00:00:00;12
yearly;2019-09-12;2020-09-12 00:00:00;119
monthly;2019-09-12;2019-10-12 00:00:00;12
yearly;2019-09-12;2020-09-12 00:00:00;119
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
yearly;2019-09-12;2020-09-12 00:00:00;119
monthly;2019-09-12;2019-10-12 00:00:00;12
yearly;2019-09-12;2020-09-12 00:00:00;119
yearly;2019-09-12;2020-09-12 00:00:00;119
yearly;2019-09-12;2020-09-12 00:00:00;119
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
yearly;2019-09-12;2020-09-12 00:00:00;119
monthly;2019-09-12;2019-10-12 00:00:00;12
yearly;2019-09-12;2020-09-12 00:00:00;119
yearly;2019-09-12;2020-09-12 00:00:00;119
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
monthly;2019-09-12;2019-10-12 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
yearly;2019-09-13;2020-09-13 00:00:00;119
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-13;2020-09-13 00:00:00;119
monthly;2019-09-13;2019-10-13 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
monthly;2019-09-14;2019-10-14 00:00:00;12
yearly;2019-09-14;2020-09-14 00:00:00;119
yearly;2019-09-15;2020-09-15 00:00:00;119
yearly;2019-09-15;2020-09-15 00:00:00;119
monthly;2019-09-15;2019-10-15 00:00:00;12
monthly;2019-09-15;2019-10-15 00:00:00;12
yearly;2019-09-15;2020-09-15 00:00:00;119
yearly;2019-09-15;2020-09-15 00:00:00;119
monthly;2019-09-15;2019-10-15 00:00:00;12
monthly;2019-09-15;2019-10-15 00:00:00;12
