plan;supply_date_start;supply_date_end;amount;country
yearly;2019-12-11;2020-12-11 00:00:00;119;france   
monthly;2019-12-11;2020-01-11 00:00:00;12;france
monthly;2019-12-11;2020-01-11 00:00:00;12;de
monthly;2019-12-11;2020-01-11 00:00:00;12;DE
monthly;2019-12-11;2020-01-11 00:00:00;12;us
monthly;2019-12-11;2020-01-11 00:00:00;12;US
monthly;2019-12-11;2020-01-11 00:00:00;12;DE
monthly;2019-12-11;2020-01-11 00:00:00;12;france   
yearly;2019-12-11;2020-12-11 00:00:00;119;FR
monthly;2019-12-11;2020-01-11 00:00:00;12;grmany
monthly;2019-12-11;2020-01-11 00:00:00;12;us
yearly;2019-12-11;2020-12-11 00:00:00;119;DE
monthly;2019-12-11;2020-01-11 00:00:00;12;US
yearly;2019-12-11;2020-12-11 00:00:00;119;germany
monthly;2019-12-11;2020-01-11 00:00:00;12;france
monthly;2019-12-11;2020-01-11 00:00:00;12;germany
monthly;2019-12-11;2020-01-11 00:00:00;12;FR
monthly;2019-12-11;2020-01-11 00:00:00;12;france
yearly;2019-12-11;2020-12-11 00:00:00;119;france
monthly;2019-12-11;2020-01-11 00:00:00;12;DE
yearly;2019-12-11;2020-12-11 00:00:00;119;US
monthly;2019-12-11;2020-01-11 00:00:00;12;FR
monthly;2019-12-11;2020-01-11 00:00:00;12;usa
yearly;2019-12-11;2020-12-11 00:00:00;119;france   
yearly;2019-12-11;2020-12-11 00:00:00;119;grmany
monthly;2019-12-11;2020-01-11 00:00:00;12;DE
monthly;2019-12-11;2020-01-11 00:00:00;12;france
monthly;2019-12-11;2020-01-11 00:00:00;12;US
monthly;2019-12-11;2020-01-11 00:00:00;12;us
monthly;2019-12-11;2020-01-11 00:00:00;12;france
yearly;2019-12-11;2020-12-11 00:00:00;119;DE
monthly;2019-12-11;2020-01-11 00:00:00;12;us
yearly;2019-12-11;2020-12-11 00:00:00;119;US
monthly;2019-12-11;2020-01-11 00:00:00;12;germany
monthly;2019-12-11;2020-01-11 00:00:00;12;DE
monthly;2019-12-11;2020-01-11 00:00:00;12;france
yearly;2019-12-11;2020-12-11 00:00:00;119;germany
monthly;2019-12-11;2020-01-11 00:00:00;12;france   
monthly;2019-12-12;2020-01-12 00:00:00;12;grmany
yearly;2019-12-12;2020-12-12 00:00:00;119;usa
yearly;2019-12-12;2020-12-12 00:00:00;119;US
monthly;2019-12-12;2020-01-12 00:00:00;12;us
monthly;2019-12-12;2020-01-12 00:00:00;12;usa
monthly;2019-12-12;2020-01-12 00:00:00;12;DE
yearly;2019-12-12;2020-12-12 00:00:00;119;france
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
yearly;2019-12-12;2020-12-12 00:00:00;119;france
yearly;2019-12-12;2020-12-12 00:00:00;119;usa
yearly;2019-12-12;2020-12-12 00:00:00;119;usa
yearly;2019-12-12;2020-12-12 00:00:00;119;us
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
monthly;2019-12-12;2020-01-12 00:00:00;12;FR
monthly;2019-12-12;2020-01-12 00:00:00;12;grmany
monthly;2019-12-12;2020-01-12 00:00:00;12;germany
yearly;2019-12-12;2020-12-12 00:00:00;119;FR
yearly;2019-12-12;2020-12-12 00:00:00;119;france
monthly;2019-12-12;2020-01-12 00:00:00;12;germany
yearly;2019-12-12;2020-12-12 00:00:00;119;FR
monthly;2019-12-12;2020-01-12 00:00:00;12;us
yearly;2019-12-12;2020-12-12 00:00:00;119;DE
yearly;2019-12-12;2020-12-12 00:00:00;119;de
monthly;2019-12-12;2020-01-12 00:00:00;12;US
monthly;2019-12-12;2020-01-12 00:00:00;12;US
monthly;2019-12-12;2020-01-12 00:00:00;12;US
monthly;2019-12-12;2020-01-12 00:00:00;12;us
monthly;2019-12-12;2020-01-12 00:00:00;12;US
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
yearly;2019-12-12;2020-12-12 00:00:00;119;france   
monthly;2019-12-12;2020-01-12 00:00:00;12;us
monthly;2019-12-12;2020-01-12 00:00:00;12;grmany
monthly;2019-12-12;2020-01-12 00:00:00;12;de
yearly;2019-12-12;2020-12-12 00:00:00;119;de
yearly;2019-12-12;2020-12-12 00:00:00;119;germany
monthly;2019-12-12;2020-01-12 00:00:00;12;germany
monthly;2019-12-12;2020-01-12 00:00:00;12;germany
yearly;2019-12-12;2020-12-12 00:00:00;119;FR
monthly;2019-12-12;2020-01-12 00:00:00;12;DE
monthly;2019-12-12;2020-01-12 00:00:00;12;US
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
monthly;2019-12-12;2020-01-12 00:00:00;12;germany
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
yearly;2019-12-12;2020-12-12 00:00:00;119;de
monthly;2019-12-12;2020-01-12 00:00:00;12;us
monthly;2019-12-12;2020-01-12 00:00:00;12;grmany
monthly;2019-12-12;2020-01-12 00:00:00;12;germany
monthly;2019-12-12;2020-01-12 00:00:00;12;de
yearly;2019-12-12;2020-12-12 00:00:00;119;US
monthly;2019-12-12;2020-01-12 00:00:00;12;us
monthly;2019-12-12;2020-01-12 00:00:00;12;germany
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
monthly;2019-12-12;2020-01-12 00:00:00;12;de
yearly;2019-12-12;2020-12-12 00:00:00;119;germany
yearly;2019-12-12;2020-12-12 00:00:00;119;france
yearly;2019-12-12;2020-12-12 00:00:00;119;us
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
yearly;2019-12-12;2020-12-12 00:00:00;119;france   
monthly;2019-12-12;2020-01-12 00:00:00;12;france
monthly;2019-12-12;2020-01-12 00:00:00;12;france   
monthly;2019-12-12;2020-01-12 00:00:00;12;US
monthly;2019-12-12;2020-01-12 00:00:00;12;us
yearly;2019-12-12;2020-12-12 00:00:00;119;usa
monthly;2019-12-12;2020-01-12 00:00:00;12;us
monthly;2019-12-13;2020-01-13 00:00:00;12;grmany
monthly;2019-12-13;2020-01-13 00:00:00;12;US
monthly;2019-12-13;2020-01-13 00:00:00;12;FR
monthly;2019-12-13;2020-01-13 00:00:00;12;france
monthly;2019-12-13;2020-01-13 00:00:00;12;US
monthly;2019-12-13;2020-01-13 00:00:00;12;US
monthly;2019-12-13;2020-01-13 00:00:00;12;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;us
monthly;2019-12-13;2020-01-13 00:00:00;12;grmany
monthly;2019-12-13;2020-01-13 00:00:00;12;france   
yearly;2019-12-13;2020-12-13 00:00:00;119;germany
monthly;2019-12-13;2020-01-13 00:00:00;12;US
yearly;2019-12-13;2020-12-13 00:00:00;119;de
monthly;2019-12-13;2020-01-13 00:00:00;12;US
yearly;2019-12-13;2020-12-13 00:00:00;119;US
monthly;2019-12-13;2020-01-13 00:00:00;12;us
monthly;2019-12-13;2020-01-13 00:00:00;12;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;US
yearly;2019-12-13;2020-12-13 00:00:00;119;FR
yearly;2019-12-13;2020-12-13 00:00:00;119;grmany
yearly;2019-12-13;2020-12-13 00:00:00;119;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;france   
yearly;2019-12-13;2020-12-13 00:00:00;119;us
yearly;2019-12-13;2020-12-13 00:00:00;119;france   
monthly;2019-12-13;2020-01-13 00:00:00;12;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;france   
yearly;2019-12-13;2020-12-13 00:00:00;119;US
yearly;2019-12-13;2020-12-13 00:00:00;119;us
monthly;2019-12-13;2020-01-13 00:00:00;12;germany
monthly;2019-12-13;2020-01-13 00:00:00;12;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;germany
monthly;2019-12-13;2020-01-13 00:00:00;12;de
monthly;2019-12-13;2020-01-13 00:00:00;12;de
monthly;2019-12-13;2020-01-13 00:00:00;12;DE
yearly;2019-12-13;2020-12-13 00:00:00;119;france   
yearly;2019-12-13;2020-12-13 00:00:00;119;grmany
yearly;2019-12-13;2020-12-13 00:00:00;119;FR
yearly;2019-12-13;2020-12-13 00:00:00;119;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;FR
yearly;2019-12-13;2020-12-13 00:00:00;119;usa
yearly;2019-12-13;2020-12-13 00:00:00;119;france
monthly;2019-12-13;2020-01-13 00:00:00;12;de
yearly;2019-12-13;2020-12-13 00:00:00;119;de
monthly;2019-12-13;2020-01-13 00:00:00;12;germany
monthly;2019-12-13;2020-01-13 00:00:00;12;US
monthly;2019-12-13;2020-01-13 00:00:00;12;us
monthly;2019-12-13;2020-01-13 00:00:00;12;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;france
monthly;2019-12-13;2020-01-13 00:00:00;12;de
monthly;2019-12-13;2020-01-13 00:00:00;12;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;de
yearly;2019-12-13;2020-12-13 00:00:00;119;grmany
monthly;2019-12-13;2020-01-13 00:00:00;12;grmany
yearly;2019-12-13;2020-12-13 00:00:00;119;FR
yearly;2019-12-13;2020-12-13 00:00:00;119;usa
yearly;2019-12-13;2020-12-13 00:00:00;119;us
yearly;2019-12-13;2020-12-13 00:00:00;119;FR
monthly;2019-12-13;2020-01-13 00:00:00;12;US
monthly;2019-12-13;2020-01-13 00:00:00;12;germany
yearly;2019-12-13;2020-12-13 00:00:00;119;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;de
yearly;2019-12-13;2020-12-13 00:00:00;119;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;germany
monthly;2019-12-13;2020-01-13 00:00:00;12;de
yearly;2019-12-13;2020-12-13 00:00:00;119;us
yearly;2019-12-13;2020-12-13 00:00:00;119;FR
monthly;2019-12-13;2020-01-13 00:00:00;12;france
monthly;2019-12-13;2020-01-13 00:00:00;12;de
yearly;2019-12-13;2020-12-13 00:00:00;119;de
monthly;2019-12-13;2020-01-13 00:00:00;12;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;FR
monthly;2019-12-13;2020-01-13 00:00:00;12;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;grmany
monthly;2019-12-13;2020-01-13 00:00:00;12;us
yearly;2019-12-13;2020-12-13 00:00:00;119;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;grmany
yearly;2019-12-13;2020-12-13 00:00:00;119;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;usa
yearly;2019-12-13;2020-12-13 00:00:00;119;germany
monthly;2019-12-13;2020-01-13 00:00:00;12;FR
monthly;2019-12-13;2020-01-13 00:00:00;12;france
monthly;2019-12-13;2020-01-13 00:00:00;12;france   
monthly;2019-12-13;2020-01-13 00:00:00;12;de
yearly;2019-12-13;2020-12-13 00:00:00;119;FR
yearly;2019-12-13;2020-12-13 00:00:00;119;usa
monthly;2019-12-13;2020-01-13 00:00:00;12;us
yearly;2019-12-13;2020-12-13 00:00:00;119;DE
monthly;2019-12-13;2020-01-13 00:00:00;12;france   
yearly;2019-12-13;2020-12-13 00:00:00;119;de
yearly;2019-12-14;2020-12-14 00:00:00;119;US
yearly;2019-12-14;2020-12-14 00:00:00;119;france   
yearly;2019-12-14;2020-12-14 00:00:00;119;us
monthly;2019-12-14;2020-01-14 00:00:00;12;france   
monthly;2019-12-14;2020-01-14 00:00:00;12;us
yearly;2019-12-14;2020-12-14 00:00:00;119;us
monthly;2019-12-14;2020-01-14 00:00:00;12;us
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
yearly;2019-12-14;2020-12-14 00:00:00;119;france   
monthly;2019-12-14;2020-01-14 00:00:00;12;FR
yearly;2019-12-14;2020-12-14 00:00:00;119;de
monthly;2019-12-14;2020-01-14 00:00:00;12;france
monthly;2019-12-14;2020-01-14 00:00:00;12;grmany
monthly;2019-12-14;2020-01-14 00:00:00;12;de
monthly;2019-12-14;2020-01-14 00:00:00;12;france
monthly;2019-12-14;2020-01-14 00:00:00;12;grmany
monthly;2019-12-14;2020-01-14 00:00:00;12;germany
yearly;2019-12-14;2020-12-14 00:00:00;119;US
yearly;2019-12-14;2020-12-14 00:00:00;119;us
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;FR
monthly;2019-12-14;2020-01-14 00:00:00;12;de
yearly;2019-12-14;2020-12-14 00:00:00;119;US
monthly;2019-12-14;2020-01-14 00:00:00;12;grmany
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
yearly;2019-12-14;2020-12-14 00:00:00;119;de
monthly;2019-12-14;2020-01-14 00:00:00;12;germany
yearly;2019-12-14;2020-12-14 00:00:00;119;US
monthly;2019-12-14;2020-01-14 00:00:00;12;DE
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;DE
monthly;2019-12-14;2020-01-14 00:00:00;12;grmany
monthly;2019-12-14;2020-01-14 00:00:00;12;FR
monthly;2019-12-14;2020-01-14 00:00:00;12;france
yearly;2019-12-14;2020-12-14 00:00:00;119;us
monthly;2019-12-14;2020-01-14 00:00:00;12;germany
yearly;2019-12-14;2020-12-14 00:00:00;119;DE
yearly;2019-12-14;2020-12-14 00:00:00;119;france
yearly;2019-12-14;2020-12-14 00:00:00;119;germany
yearly;2019-12-14;2020-12-14 00:00:00;119;grmany
yearly;2019-12-14;2020-12-14 00:00:00;119;france
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
yearly;2019-12-14;2020-12-14 00:00:00;119;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;DE
yearly;2019-12-14;2020-12-14 00:00:00;119;US
yearly;2019-12-14;2020-12-14 00:00:00;119;FR
yearly;2019-12-14;2020-12-14 00:00:00;119;usa
yearly;2019-12-14;2020-12-14 00:00:00;119;france   
monthly;2019-12-14;2020-01-14 00:00:00;12;de
yearly;2019-12-14;2020-12-14 00:00:00;119;FR
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;de
monthly;2019-12-14;2020-01-14 00:00:00;12;US
monthly;2019-12-14;2020-01-14 00:00:00;12;grmany
yearly;2019-12-14;2020-12-14 00:00:00;119;germany
yearly;2019-12-14;2020-12-14 00:00:00;119;us
monthly;2019-12-14;2020-01-14 00:00:00;12;US
monthly;2019-12-14;2020-01-14 00:00:00;12;france   
yearly;2019-12-14;2020-12-14 00:00:00;119;france   
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;france
yearly;2019-12-14;2020-12-14 00:00:00;119;FR
monthly;2019-12-14;2020-01-14 00:00:00;12;US
monthly;2019-12-14;2020-01-14 00:00:00;12;US
yearly;2019-12-14;2020-12-14 00:00:00;119;usa
yearly;2019-12-14;2020-12-14 00:00:00;119;US
yearly;2019-12-14;2020-12-14 00:00:00;119;DE
yearly;2019-12-14;2020-12-14 00:00:00;119;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;DE
yearly;2019-12-14;2020-12-14 00:00:00;119;france
monthly;2019-12-14;2020-01-14 00:00:00;12;grmany
monthly;2019-12-14;2020-01-14 00:00:00;12;germany
monthly;2019-12-14;2020-01-14 00:00:00;12;de
monthly;2019-12-14;2020-01-14 00:00:00;12;us
monthly;2019-12-14;2020-01-14 00:00:00;12;US
monthly;2019-12-14;2020-01-14 00:00:00;12;germany
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;DE
yearly;2019-12-14;2020-12-14 00:00:00;119;us
monthly;2019-12-14;2020-01-14 00:00:00;12;DE
yearly;2019-12-14;2020-12-14 00:00:00;119;us
yearly;2019-12-14;2020-12-14 00:00:00;119;US
monthly;2019-12-14;2020-01-14 00:00:00;12;germany
yearly;2019-12-14;2020-12-14 00:00:00;119;DE
monthly;2019-12-14;2020-01-14 00:00:00;12;grmany
yearly;2019-12-14;2020-12-14 00:00:00;119;FR
monthly;2019-12-14;2020-01-14 00:00:00;12;germany
monthly;2019-12-14;2020-01-14 00:00:00;12;usa
monthly;2019-12-14;2020-01-14 00:00:00;12;de
monthly;2019-12-14;2020-01-14 00:00:00;12;de
monthly;2019-12-14;2020-01-14 00:00:00;12;DE
yearly;2019-12-15;2020-12-15 00:00:00;119;DE
monthly;2019-12-15;2020-01-15 00:00:00;12;de
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;us
yearly;2019-12-15;2020-12-15 00:00:00;119;usa
yearly;2019-12-15;2020-12-15 00:00:00;119;US
yearly;2019-12-15;2020-12-15 00:00:00;119;grmany
yearly;2019-12-15;2020-12-15 00:00:00;119;grmany
monthly;2019-12-15;2020-01-15 00:00:00;12;DE
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;de
yearly;2019-12-15;2020-12-15 00:00:00;119;germany
yearly;2019-12-15;2020-12-15 00:00:00;119;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;grmany
monthly;2019-12-15;2020-01-15 00:00:00;12;de
monthly;2019-12-15;2020-01-15 00:00:00;12;de
yearly;2019-12-15;2020-12-15 00:00:00;119;FR
yearly;2019-12-15;2020-12-15 00:00:00;119;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;france
yearly;2019-12-15;2020-12-15 00:00:00;119;de
monthly;2019-12-15;2020-01-15 00:00:00;12;usa
monthly;2019-12-15;2020-01-15 00:00:00;12;US
monthly;2019-12-15;2020-01-15 00:00:00;12;DE
yearly;2019-12-15;2020-12-15 00:00:00;119;germany
yearly;2019-12-15;2020-12-15 00:00:00;119;usa
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
yearly;2019-12-15;2020-12-15 00:00:00;119;DE
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;germany
monthly;2019-12-15;2020-01-15 00:00:00;12;germany
yearly;2019-12-15;2020-12-15 00:00:00;119;US
yearly;2019-12-15;2020-12-15 00:00:00;119;grmany
monthly;2019-12-15;2020-01-15 00:00:00;12;france
monthly;2019-12-15;2020-01-15 00:00:00;12;grmany
monthly;2019-12-15;2020-01-15 00:00:00;12;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;us
monthly;2019-12-15;2020-01-15 00:00:00;12;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;us
monthly;2919-31-12;2919-31-12 00:00:00;12;germany
yearly;2019-12-15;2020-12-15 00:00:00;119;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;de
yearly;2019-12-15;2020-12-15 00:00:00;119;grmany
yearly;2019-12-15;2020-12-15 00:00:00;119;grmany
monthly;2019-12-15;2020-01-15 00:00:00;12;us
yearly;2019-12-15;2020-12-15 00:00:00;119;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;de
monthly;2019-12-15;2020-01-15 00:00:00;12;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;de
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
yearly;2019-12-15;2020-12-15 00:00:00;119;usa
monthly;2019-12-15;2020-01-15 00:00:00;12;usa
yearly;2019-12-15;2020-12-15 00:00:00;119;france   
yearly;2019-12-15;2020-12-15 00:00:00;119;US
monthly;2019-12-15;2020-01-15 00:00:00;12;US
monthly;2019-12-15;2020-01-15 00:00:00;12;DE
yearly;2019-12-15;2020-12-15 00:00:00;119;FR
yearly;2019-12-15;2020-12-15 00:00:00;119;usa
monthly;2019-12-15;2020-01-15 00:00:00;12;de
monthly;2019-12-15;2020-01-15 00:00:00;12;usa
yearly;2019-12-15;2020-12-15 00:00:00;119;US
yearly;2019-12-15;2020-12-15 00:00:00;119;germany
monthly;2019-12-15;2020-01-15 00:00:00;12;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;grmany
yearly;2019-12-15;2020-12-15 00:00:00;119;FR
yearly;2019-12-15;2020-12-15 00:00:00;119;US
monthly;2019-12-15;2020-01-15 00:00:00;12;FR
monthly;2019-12-15;2020-01-15 00:00:00;12;US
yearly;2019-12-15;2020-12-15 00:00:00;119;DE
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
monthly;2019-12-15;2020-01-15 00:00:00;12;us
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
yearly;2019-12-15;2020-12-15 00:00:00;119;france
monthly;2019-12-15;2020-01-15 00:00:00;12;france
yearly;2019-12-15;2020-12-15 00:00:00;119;de
monthly;2019-12-15;2020-01-15 00:00:00;12;france   
yearly;2019-12-15;2020-12-15 00:00:00;119;US
yearly;2019-12-16;2020-12-16 00:00:00;119;france   
yearly;2019-12-16;2020-12-16 00:00:00;119;FR
monthly;2019-12-16;2020-01-16 00:00:00;12;usa
monthly;2019-12-16;2020-01-16 00:00:00;12;FR
monthly;2019-12-16;2020-01-16 00:00:00;12;france   
monthly;2019-12-16;2020-01-16 00:00:00;12;de
monthly;2019-12-16;2020-01-16 00:00:00;12;usa
monthly;2019-12-16;2020-01-16 00:00:00;12;DE
yearly;2019-12-16;2020-12-16 00:00:00;119;FR
yearly;2019-12-16;2020-12-16 00:00:00;119;de
monthly;2019-12-16;2020-01-16 00:00:00;12;france   
yearly;2019-12-16;2020-12-16 00:00:00;119;US
monthly;2019-12-16;2020-01-16 00:00:00;12;usa
monthly;2019-12-16;2020-01-16 00:00:00;12;DE
monthly;2019-12-16;2020-01-16 00:00:00;12;usa
yearly;2019-12-16;2020-12-16 00:00:00;119;usa
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
yearly;2019-12-16;2020-12-16 00:00:00;119;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;france
monthly;2019-12-16;2020-01-16 00:00:00;12;de
yearly;2019-12-16;2020-12-16 00:00:00;119;us
monthly;2019-12-16;2020-01-16 00:00:00;12;france   
monthly;2019-12-16;2020-01-16 00:00:00;12;DE
yearly;2019-12-16;2020-12-16 00:00:00;119;de
monthly;2019-12-16;2020-01-16 00:00:00;12;usa
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;US
monthly;2019-12-16;2020-01-16 00:00:00;12;FR
yearly;2019-12-16;2020-12-16 00:00:00;119;DE
monthly;2019-12-16;2020-01-16 00:00:00;12;de
yearly;2019-12-16;2020-12-16 00:00:00;119;france
monthly;2019-12-16;2020-01-16 00:00:00;12;france
monthly;2019-12-16;2020-01-16 00:00:00;12;DE
monthly;2019-12-16;2020-01-16 00:00:00;12;us
yearly;2019-12-16;2020-12-16 00:00:00;119;de
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;france   
yearly;2019-12-16;2020-12-16 00:00:00;119;DE
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;grmany
monthly;2019-12-16;2020-01-16 00:00:00;12;us
monthly;2019-12-16;2020-01-16 00:00:00;12;us
yearly;2019-12-16;2020-12-16 00:00:00;119;US
monthly;2019-12-16;2020-01-16 00:00:00;12;grmany
monthly;2019-12-16;2020-01-16 00:00:00;12;de
monthly;2019-12-16;2020-01-16 00:00:00;12;de
yearly;2019-12-16;2020-12-16 00:00:00;119;us
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;FR
monthly;2019-12-16;2020-01-16 00:00:00;12;grmany
monthly;2019-12-16;2020-01-16 00:00:00;12;DE
monthly;2019-12-16;2020-01-16 00:00:00;12;france   
monthly;2019-12-16;2020-01-16 00:00:00;12;grmany
monthly;2019-12-16;2020-01-16 00:00:00;12;france
yearly;2019-12-16;2020-12-16 00:00:00;119;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;US
monthly;2019-12-16;2020-01-16 00:00:00;12;DE
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
yearly;2019-12-16;2020-12-16 00:00:00;119;de
yearly;2019-12-16;2020-12-16 00:00:00;119;us
monthly;2019-12-16;2020-01-16 00:00:00;12;FR
monthly;2019-12-16;2020-01-16 00:00:00;12;FR
monthly;2019-12-16;2020-01-16 00:00:00;12;de
monthly;2019-12-16;2020-01-16 00:00:00;12;grmany
monthly;2019-12-16;2020-01-16 00:00:00;12;usa
yearly;2019-12-16;2020-12-16 00:00:00;119;usa
yearly;2019-12-16;2020-12-16 00:00:00;119;de
monthly;2019-12-16;2020-01-16 00:00:00;12;france
yearly;2019-12-16;2020-12-16 00:00:00;119;FR
monthly;2019-12-16;2020-01-16 00:00:00;12;france   
monthly;2019-12-16;2020-01-16 00:00:00;12;US
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;usa
monthly;2019-12-16;2020-01-16 00:00:00;12;de
monthly;2019-12-16;2020-01-16 00:00:00;12;germany
monthly;2019-12-16;2020-01-16 00:00:00;12;US
yearly;2019-12-16;2020-12-16 00:00:00;119;france
yearly;2019-12-16;2020-12-16 00:00:00;119;DE
yearly;2019-12-16;2020-12-16 00:00:00;119;usa
yearly;2019-12-17;2020-12-17 00:00:00;119;france   
monthly;2019-12-17;2020-01-17 00:00:00;12;FR
monthly;2019-12-17;2020-01-17 00:00:00;12;us
monthly;2019-12-17;2020-01-17 00:00:00;12;de
yearly;2019-12-17;2020-12-17 00:00:00;119;us
yearly;2019-12-17;2020-12-17 00:00:00;119;us
monthly;2019-12-17;2020-01-17 00:00:00;12;US
monthly;2019-12-17;2020-01-17 00:00:00;12;france
monthly;2019-12-17;2020-01-17 00:00:00;12;us
yearly;2019-12-17;2020-12-17 00:00:00;119;DE
monthly;2019-12-17;2020-01-17 00:00:00;12;DE
yearly;2019-12-17;2020-12-17 00:00:00;119;US
yearly;2019-12-17;2020-12-17 00:00:00;119;france
yearly;2019-12-17;2020-12-17 00:00:00;119;grmany
monthly;2019-12-17;2020-01-17 00:00:00;12;germany
yearly;2019-12-17;2020-12-17 00:00:00;119;france
monthly;2019-12-17;2020-01-17 00:00:00;12;usa
monthly;2019-12-17;2020-01-17 00:00:00;12;grmany
yearly;2019-12-17;2020-12-17 00:00:00;119;US
yearly;2019-12-17;2020-12-17 00:00:00;119;DE
yearly;2019-12-17;2020-12-17 00:00:00;119;germany
yearly;2019-12-17;2020-12-17 00:00:00;119;US
monthly;2019-12-17;2020-01-17 00:00:00;12;france   
yearly;2019-12-17;2020-12-17 00:00:00;119;france   
monthly;2019-12-17;2020-01-17 00:00:00;12;france
yearly;2019-12-17;2020-12-17 00:00:00;119;france   
yearly;2019-12-17;2020-12-17 00:00:00;119;us
monthly;2019-12-17;2020-01-17 00:00:00;12;de
monthly;2019-12-17;2020-01-17 00:00:00;12;germany
monthly;2019-12-17;2020-01-17 00:00:00;12;DE
monthly;2019-12-17;2020-01-17 00:00:00;12;france   
monthly;2019-12-17;2020-01-17 00:00:00;12;de
monthly;2019-12-17;2020-01-17 00:00:00;12;usa
yearly;2019-12-17;2020-12-17 00:00:00;119;de
monthly;2019-12-17;2020-01-17 00:00:00;12;france   
monthly;2019-12-17;2020-01-17 00:00:00;12;france
yearly;2019-12-17;2020-12-17 00:00:00;119;france   
yearly;2019-12-17;2020-12-17 00:00:00;119;DE
yearly;2019-12-17;2020-12-17 00:00:00;119;usa
yearly;2019-12-17;2020-12-17 00:00:00;119;FR
monthly;2019-12-17;2020-01-17 00:00:00;12;france
monthly;2019-12-17;2020-01-17 00:00:00;12;grmany
monthly;2019-12-17;2020-01-17 00:00:00;12;DE
